sentence1,sentence2,label
", hoàn_thiện cơ_quan độc_lập trách_nhiệm vệ_sinh an_toàn thực_phẩm bộ_máy kiện_toàn , trang thiết_bị hiện_đại , sức điều_phối ngành","chẳng dám thành_phố nghiêm_túc bảo_đảm vệ_sinh an_toàn thực_phẩm quy_định y_tế , giữ_gìn vệ_sinh an_toàn thực_phẩm bảo_vệ sức_khỏe , cộng_đồng thể_hiện nếp sống văn_minh đô_thị hiện_đại",0
"bảy , ubnd tỉnh chỉ_đạo ubnd huyện tổng_kiểm_tra , rà_soát gcnqsd đất ubnd thẩm_quyền tổ_chức , 2 đường_bộ điều_chỉnh gcnqsd đất , thu_hồi diện_tích đất lưu_không đường_bộ bàn_giao cơ_quan , qlđb quản_lý , cắm bổ_sung mốc đất đường_bộ quản_lý diện_tích đất phục_vụ công_tác quản_lý , bảo_trì , bảo_vệ công_trình đường_bộ luật_định","chuyên_gia kỹ_thuật kinh_tế chuyên_gia quản_lý dự_án thi_công đường vốn oda , lãng_phí vốn oda phục_vụ xây_dựng hạ_tầng cơ_sở đường_sá , đồng_vốn vay 40 thực đỗ xuống_đường , 60 rơi_vãi khắp vay hưởng 30 30 tư_vấn thiết_kế giám_sát quan_chức lãnh_đạo vay lẫn đi vay bỏ_túi",0
vậ nđộng viên tennis nữ giao_bóng đông_đảo khán_giả,phụ_nữ tennis sân,1
nam vận_động_viên tennis dang đỡ bóng,đàn_ông vợt đỡ bóng tennis,1
10 3 2011 phát đột_tử,10 3 2011 phát đột_ngột đi,1
khán_giả theo_dõi chuyển_động nam vận_động_viên tennis,đàn_ông thả bóng tennis sân đất nện,1
"kinh_nghiệm nộp hồ_sơ , hướng_dẫn viết luận trải nghiệm cuộc_sống đại_học mỹ nội_dung trình_bày hội_thảo","nội_dung bao_gồm kinh_nghiệm nộp hồ_sơ , hướng_dẫn viết luận trải nghiệm cuộc_sống đại_học mỹ",1
"quá_tải , tập_trung_học 1 2 khóa học hữu_ích","quá_tải , cam_kết_bạn theo_đuổi 1 2 khóa học hữu_ích",1
thương tín hôn_nhân tình_yêu,thương tín hôn_nhân tình_yêu,1
"đỗ thủ_khoa , mẹ lo_lắng bộn_bề","đỗ thủ_khoa , mẹ vui lo_lắng",1
cầu_thủ ném bóng nhí ném bóng sân,bé bóng_chày sân,1
"2 8 , 30 cổ_đông đại_học hoa sen tổ_chức đại_hội cổ_đông bất_thường tiến_hành biểu_quyết bãi_nhiệm chủ_tịch hđqt , bầu hđqt ban điều_hành nhà_trường","tín_nhiệm , ban chủ tọa giới_thiệu nội_dung triệu_tập đại_hội cđ bất_thường đại_học hoa sen báo_cáo sai_phạm hiệu_trưởng , báo_cáo trách hđqt , bãi_nhiệm hđqt , bầu hđqt , trách_nhiệm ban kiểm_soát , bãi_nhiệm ban kiểm_soát , bầu ban kiểm_soát",0
vận_động_viên bóng_chày trượt tranh bóng,vận_động_viên bóng_chày bắt bóng,1
mỹ nga trao_trả snowden xét_xử tội_danh tội do_thám,"mỹ nga trao_trả snowden xét_xử tội_danh hình_sự , bao_gồm tội do_thám",1
nam vận_động_viên tennis nghiêng đánh_bóng,đàn_ông đánh_quả bóng tennis,1
vận_động_viên tennis câm vợt đỡ bóng,vận_động_viên tennis nam nhảy đỡ bóng,1
nữ vận_động_viên váy xanh vươn cứu bóng đứng,trận thi_đấu tennis đôi nữ diễn sân,1
wto chỉ_thực_sự mở_đường việt_nam cường_quốc xuất_khẩu nông_sản ngành sản_xuất năng_lực cạnh_tranh,"việt nam chủ_yếu xuất_khẩu nguyên_liệu thô , hàng_hóa thành_phẩm sản_xuất nhập_khẩu trở_lại việt_nam",0
uống giúp cân trữ,", đau_đầu , uống giúp nhanh_chóng thoát đau",0
đàn_ông đứng noài đường_phố bóng đầu,hai hình_ảnh đàn_ông bóng đường_phố,1
"xong , úp dao dĩa đĩa chứng_tỏ xong","xong , úp dao dĩa đĩa phục_vụ bữa kết_thúc",1
"bãi biển , bé cầm vợt hai",bé cầm vợt bãi biển bình_minh,1
hình_ảnh trận bóng_chày diễn đông_đảo khán_giả quan_sát,cầu_thủ bóng_chày cầm gậy đứng chân đỡ bóng,1
"tiền , mua món đồ tiếc , món đồ cộng","học quản_lý đồng_tiền , quản_lý , tiền",0
"thợ_xây_dựng , mùa nắng , đồng đồng , mùa mưa","thợ_xây_dựng , mùa nắng , đồng đồng , mùa mưa coi",1
"tibbets trả_lời sweeney nhiên_liệu bình dự_trữ , cần_thiết người_ta thăng_bằng khối_lượng bom lắp khoang chứa bom","bom nổ mặt_đất 600 m đương_lượng nổ 13 kiloton ( vũ_khí nguyên_tử u 235 coi hiệu_năng , 1,38 khối_lượng phân_hạch ) , lập_tức giết chết 90 000",0
sắp_xếp ưu_tiên danh_sách giúp,"chỉnh_sửa danh_sách sắp_xếp mục ưu_tiên hôm , hôm tiết_kiệm công_việc khẩn_cấp",0
dân đi khiếu_nại 10 chính_quyền thiếu_sót rút kinh_nghiệm,"dân đi khiếu_nại 10 , bộ_trưởng , chủ_nhiệm văn_phòng chính_phủ chính_quyền thiếu_sót rút kinh_nghiệm",1
"lẽ , tuổi_trẻ sung_sức cuộc_đời con_người","tuổi_trẻ lực_lượng con_người độ đẹp đời , cống_hiến xã_hội lâu_dài",0
nam vận_động_viên tennis vợt đánh_bóng,đàn_ông vợt đánh_quả bóng tennis,1
bé mặc áo 3 cầm gậy đánh_bóng_chày,bóng_chày sân,1
cầu_thủ ném bóng tung cú ném bóng sân_nhà,trận bóng_chày diễn đông_đảo khán_giả quan_sát,1
khán_giả theo_dõi diễn_biến trận thi_đấu bóng_chày nam,cầu_thủ đánh_bóng giơ gậy gôn,1
"xác_định , vai_trò tầm công_tác atvslđ , 2013 , , ngành tỉnh triển_khai công_tác atvslđ kết_quả",", kiểm_tra , giám_sát công_tác atvslđ cơ_sở ( doanh_nghiệp công_trường xây_dựng ) cơ_quan quản_lý nhà_nước atvslđ hạn_chế , 2 công_trường xây_dựng kiểm_tra chấp_hành quy_định atvslđ",0
cầu_thủ khán_giả theo_dõi cú ném bóng cầu_thủ ném bóng,đàn_ông xoay ném bóng_chày,1
", đăng hình_ảnh facebook đáp_án giúp",", hình_ảnh facebook bạn_bè đáp_án giúp",1
vận_động_viên tennis nữ vung vợt đánh_bóng,vận_động_viên tennis cầm vợt đứng sân đánh_bóng,1
vận_động_viên tennis cầm vợt tennis đứng sân đánh_bóng,vận_động_viên tennis nữ vung vợt đánh_bóng sân,1
"văn_phòng trang_trí tuyệt_vời , nhân_viên mô_tả công_ty đồ_chơi huyền_thoại fao schwarz","trang business insder , trang hỏi_đáp quora , nhân_viên cũ google tiết_lộ mơ đời_sống nhân_viên công_ty",0
nữ vận_động_viên tennis đánh_bóng,phụ_nữ đánh_quả bóng tennis,1
cầu_thủ bóng_chày đứng sân_nhà cầm gậy sẵn_sàng đỡ bóng,đàn_ông áo đỏ bóng_chày sân,1
cầu_thủ cản bóng khung_thành,cầu_thủ tranh bóng khung_thành,1
cầu_thủ bóng_chày đội mũ xanh dương cầm gậy thi_đấu sân,cầu_thủ bóng_chày giơ chân cầm gậy bóng_chày đỡ bóng,1
"10 , cầm đống giấy_tờ mảnh đất gia_đình đường đi khiếu_nại , 22 7 , bộ_trưởng , chủ_nhiệm văn_phòng chính_phủ tổng_thanh_tra chính_phủ tiếp , mai cởi bức_xúc","10 , đi khiếu_nại mảnh đất gia_đình đường , 22 7 , bộ_trưởng , chủ_nhiệm văn_phòng chính_phủ tổng_thanh_tra chính_phủ tiếp , mai cởi ức_chế",1
đàn_ông vung gậy đánh_quả bóng_chày,cầu_thủ đánh_bóng vung gậy đánh_bóng,1
cầu_thủ bóng_chày thi_đấu sân,cầu_thủ bóng_chày trọng_tài quan_sát đường_bay bóng_chày,1
"cục an_toàn thực_phẩm động_thái trấn_an tiêu_dùng , giải_thích bao_bì thực_phẩm đáp_ứng tiêu_chuẩn châu âu có_mặt hóa_chất lo_ngại giới_hạn phép","sản_xuất tuân_thủ an_toàn thực_phẩm , nguyên_liệu tái_chế sản_xuất hộp xốp chứa thực_phẩm hướng_dẫn rõ_ràng",0
cầu_thủ đánh_bóng vung gậy đánh_bóng,cầu_thủ đánh_bóng xoay đánh_bóng,1
lo_ngại độ an_toàn máy_bay,hề lo_ngại độ an_toàn máy_bay,1
"mức_độ ánh_sáng đồng_hồ sinh_học , huyết_áp_cao mệt_mỏi , đau_đầu nghiêm_trọng","mức_độ ánh_sáng phá vỡ đồng_hồ sinh_học , huyết_áp_cao mệt_mỏi , đau_đầu nghiêm_trọng",1
nam vận_động_viên tennis đứng sân,trận thi_đấu tennis diễn sân,1
hai vận_động_viên tennis nam cầm vợt tennis đứng sân_khấu dáng,hai vận_động_viên tennis nam đứng sân_khấu ánh đèn,1
", mấy trở_lại , giải_thưởng danh_giá fifa trao cầu_thủ xuất_sắc mất_lòng hâm_mộ , minh_bạch tranh_cãi",", messi fifa bầu_chọn cầu_thủ xuất_sắc danh_hiệu_quả bóng vàng world_cup 2014",0
", kinh_tế trung quốc dấu_hiệu chững thập_kỷ tăng_trưởng","kinh_tế nhập_khẩu dầu_thô nhì thế_giới , mỹ trung_quốc",0
đứa trẻ bóng_đá sân,đứa trẻ bóng sân,1
mua i phone gọi sính đua_đòi mua dòng máy gọi ?,mua i phone sính đua_đòi mua dòng máy ?,1
"học_sinh tự_tin năng_lực ngại phát_biểu , lười_biếng , lớp học_sinh mặc_dù sợ trả_lời sai ngại , xấu_hổ thầy , bạn_bè , giới",", học_sinh lười học , , thói_quen đợi lớp chờ thầy giảng chép , kiến_thức trả_lời câu giáo_viên",1
vận_động_viên tennis nam nghiêng đánh_bóng,vận_động_viên tennis nam vung vợt đánh bóng,1
"bom hai sân_bay north đảo tinian quần_đảo mariana , căn_cứ trung_đoàn không_quân 509 , tiến_hành thả bom nguyên_tử hiroshima","bom thả hiroshima nagasaki hai chế_tạo , vũ_khí hạt_nhân duy_nhất",0
bé xoay đánh_quả bóng_chày,cầu_thủ đánh_bóng nhí xoay đánh_bóng,1
"áp_lực trường đh , cđ ngược_lại , trường trung_cấp ( tc ) cn , trường nghề tuyển_sinh vô_cùng",", thứ_trưởng trần văn ga đại_học hút ngồn tuyển tccn trường đại_học tuyển_sinh dễ_dàng , trường đại_học chật_vật",0
đánh_bại yu hsien lin 43 phút thi_đấu tiến minh giành vé tứ_kết nan wei hạt_giống 10 giải,tay_vợt 23 yu hsien lin giành vé vòng 3 đánh_bại hạt_giống 11 dong keun lee 3 set_đấu,0
"21 10 , tờ south china morning post hong kong cao_cấp tiết_lộ chủ_tịch trung quốc tập cận bình thành_lập điều_tra vụ bê_bối tham_nhũng chu vĩnh khang , cựu chủ_nhiệm ủy_ban pháp trung_ương đảng cộng_sản trung_quốc ( hưu 2012 )","nội_dung , tờ minh kính xuất_bản hồng kông , 4 12 2013 , bí_thư ủy_ban kiểm_tra kỷ_luật trung_ương vương kỳ sơn công_bố hội_nghị chính_trị đcs trung quốc tiến_triển vụ chu vĩnh_khang",0
liệu ôtô made in việt_nam chiếm 70 thị_trường nội_địa ?,ôtô made in việt_nam chiếm 70 thị_trường nội_địa ?,1
vòng 5 đài quan_sát không_gian xác_định 5 000 hành_tinh toàn_bộ lịch_sử thiên_văn_học,suốt 5 5 000 hành_tinh đài quan_sát không_gian xác_định toàn_bộ lịch_sử thiên_văn_học,1
cầu_thủ bóng_chày quan_sát đường_bay bóng,cầu_thủ đánh_bóng giơ gậy đánh_bóng,1
phụ_nữ đánh_quả bóng tennis vợt,nữ vận_động_viên tennis vợt đánh_bóng,1
"nói_dối học_sinh khảo_sát , 53 sợ cha_mẹ , 50 học_sinh biện_minh hành_vi nói_dối hoàn_cảnh bắt_buộc ,","đừng biện_minh thói xấu nhạt_nhẽo , minh chẳng từ_ngữ xấu_xí , bậy_bạ mặt ?",0
đứa trẻ đá bóng sân_cỏ,hai đội bóng trẻ thi_đấu bóng_đá sân_cỏ,1
hai giơ chân tranh_chấp bóng,cầu_thủ hai đội bóng_đá nữ tranh_chấp bóng,1
"giới phân_tích , đem cổ_phần doanh_nghiệp giúp lãnh_đạo phiền_phức công_bố thông_tin , đem lợi_ích niêm_yết","giới phân_tích , đem cổ_phần góp doanh_nghiệp giúp lãnh_đạo phiền_phức công_bố thông_tin , lợi_ích niêm_yết",1
thành smartphone i phone việt tài_sản,"thành , để_ý , smartphone i phone việt , tài_sản",1
", quản_lý an_toàn vệ_sinh thực_phẩm , khác_biệt kết_quả phân_tích kiểm_tra chất_lượng sản_phẩm sản_xuất lo_lắng tiêu_dùng cố_gắng nâng vị_thế đất_nước tư_cách thành_viên bình_đẳng wto","an_toàn hàng triệu tiêu_dùng , cơ_quan nhà_nước quyền xem_trọng tồn_tại cơ_sở sản_xuất tuân_thủ nghiêm_chỉnh luật an_toàn vệ_sinh chính_phủ",0
cầu_thủ bóng_chày tư_thế ném bóng,cầu_thủ bóng_chày ném bóng đồng đối_thủ,1
lựa_chọn màu_sắc tươi nổi range rover xe hạng,mấy màu_sắc tươi nổi_bật range rover học xe hạng,1
", quản_trị làm_gương , dám lỗi sai",", quản_trị làm_gương , dám thừa_nhận sai_sót trách_nhiệm hậu_quả",1
", khơi dậy ý_thức bảo_vệ tài_nguyên môi_trường biển , tự_hào , ý_thức dân_tộc dân việt_nam chủ_quyền vùng_biển tổ_quốc , cuộc_sống cộng_đồng sự_nghiệp phát_triển kinh_tế biển lâu_dài đất_nước , góp_phần ta quốc_gia biển , giàu biển","chiến_thắng trận đầu 2 5 8 1964 mốc son lịch_sử xây_dựng , chiến_đấu , trưởng_thành hqndvn anh_hùng , mãi_mãi niềm tự_hào thế_hệ cán_bộ , chiến_sĩ hải_quân cổ_vũ , động_viên to_lớn cán_bộ , chiến_sĩ hôm_nay vững phát_huy tầm sự_nghiệp xây_dựng hải_quân cách_mạng , chính_quy , tinh_nhuệ , hiện_đại bảo_vệ vững_chắc chủ_quyền biển , đảo , thềm lục_địa thiêng_liêng tổ_quốc đô_đốc nguyễn văn_hiến nhấn_mạnh",0
vận_động_viên tennis nữ cầm vợt tennis bóng tennis đứng sân,phụ_nữ áo trắng tennis sân,1
phụ_nữ mặc váy trắng tennis sân,vận_động_viên tennis nữ vung vợt đánh_bóng,1
bé luyện_tập tennis lưới,bé quan_sát đường_bay bóng tennis,1
"lưới , vận_động_viên bóng_chày gác gậy vai",vận_động_viên bóng_chày đứng nghỉ_ngơi sân,1
", cám_dỗ cực_kỳ chồng thủy ý_thức thắng","phụ_nữ mong_muốn chồng trân_trọng chồng gia_đình thay_vì , nghĩa_vụ vợ",0
áo xanh tình_nguyện ngọc,ngọc áo xanh tình_nguyện,1
"ước_tính , hậu_quả thực_phẩm vệ_sinh an_toàn","kết_quả 232 cơ_sở vi_phạm vệ_sinh môi_trường , kinh_doanh thực_phẩm giấy chứng_nhận đăng_ký kinh_doanh , tập_huấn vsattp khám sức_khỏe nhân_viên ( chiếm tỷ_lệ 56,04 )",0
hai cầu_thủ đánh_bóng trò_chuyện sân,ông_già chạm đàn_ông áo xanh,1
"ngại đóng_góp_ý_kiến thường_xuyên , hằng , hằng tuần nhân_viên","đóng_góp_ý_kiến hiệu_quả nhân_viên thường_xuyên , hằng , hằng tuần , ngại",1
chó chạy sàn miệng ngậm bóng,chó chạy sàn gỗ miệng bóng,1
đàn_ông bóng_chuyền bãi cát,đàn_ông nhảy cản_phá pha đập bóng đối_thủ,1
môt chó bóng tennis miệng,chó quan_sát miệng ngậm bóng tennis,1
đàn_ông luyện_tập đánh tennis sân,đàn_ông đánh_quả bóng tennis,1
"nhân_viên google nghỉ_ngơi giải_trí văn_phòng , bàn billiard , leo núi , bể_bơi , khu_vực bóng_chuyền bãi biển , trò_chơi video , bóng_đá , tennis 6","uống , liên_tục tụ_tập trò_chuyện , trò_chơi ,",0
phụ_nữ áo đen tennis sân,phụ_nữ vung vợt tennis đánh bóng,1
nam vận_động_viên tennis luyện_tập động_tác phát_bóng,đàn_ông phát_bóng sân tennis,1
"vô_số ca_dao hát tình_yêu đôi_lứa phụ_nữ đối_tượng yêu_thương , mong_nhớ , khát_khao , giận_hờn , oán_trách thương_cảm , xót_xa","đẹp lao_động , học_tập , tình_yêu , chiến_đấu cuộc_sống thường_ngày",0
đứa trẻ xếp thành hàng sân tennis,đứa trẻ đánh_quả bóng tennis,1
"hãng ô_tô thế_giới việt nam tiềm_năng khu_vực đông nam , thái_lan","thị_trường tiềm_năng , công_thương , 2020 2025 giai_đoạn nhu_cầu ô_tô việt nam",0
hai cầu_thủ ném bóng đứng sân,cầu_thủ ném bóng cầm bóng_chày,1
trang học_sinh yêu_quí,"cô_giáo trẻ , vui_tính , trang học_sinh quý_mến",1
phụ_nữ khum nhặt bóng tennis sân,cầm vợt tennis đứng sân tennis,1
"chỉ_thực_sự tài đức mong đóng lũy đất_nước , dân_tộc","tri_thức dồi_dào , đạo_đức nhân_tâm trong_sáng , khát_vọng sống , lao_động cống_hiến mãnh_liệt tầng_lớp tuổi_trẻ tương_lai dân_tộc lạn , lấp_lánh hào_quang",0
bé sân_cỏ bóng,bé đất bóng,1
phụ_nữ mặc đồ đá bóng bóng sân_cỏ,cầu_thủ bóng_đá nữ sút_bóng,1
"đứng trung quốc số_lượng hàng sản_xuất , 2013 , việt_nam vươn đứng ngang_hàng chiếm 34 tổng_sản_lượng giày yue yuen","từ_vị_thế đứng trung quốc số_lượng hàng sản_xuất , 2013 , việt_nam vươn ngang chiếm 34 tổng_sản_lượng giày yue yuen",1
vận_động_viên tennis cầm vợt thi_đấu sân,vận_động_viên tennis cầm vợt đứng biên đánh_bóng,1
đòi_hỏi sự_cố_gắng kiên_trì làm_chủ hoàn_thành mục_tiêu đề,"cố_gắng xác_định thể_chất , nhiệm_vụ",0
"nguyên_tắc , phép tiết_lộ khả_năng tài_chính thị_trường đặc_trưng","thương_hiệu nàng tiên cá xanh chỗ_đứng thị_trường cafe toàn thế_giới hương_vị cafe ngon , đậm_đà kết_hợp gia cửa_hàng hiện_đại sang_trọng",0
